,rst_name,user_name,review_text,u_rst_tag,ate_menus,date,platform
24,모츠커피,이름이별명,예쁘고 맛있는 에스프레소 바입니다 너무 좋은집이예용!!!,데이트 기념일 간식 예쁜,에스프레소 메뉴,2022년 2월 13일,1
25,모츠커피,페르소나,에스프레소 먹으러 방문했는데 민트크림라떼인 멘타도 맛있네요,차모임 혼카페 데이트 캐주얼한 예쁜 깔끔한,코르타도 멘타,2021년 12월 2일,1
0,daughter,망고잼,"3층짜리 넓은 카페 겸 레스토랑인데, 주말에는 종종 자리가 없을 정도로 인기 많은 곳입니다. 인테리어도 나름대로 분위기있고 식사부터 커피까지 한 자리에서 해결하기 좋아요. 여기 커피 꽤 좋아해요.",점심식사 저녁식사 아침식사 차모임 캐주얼한 예쁜,에그인헬 바닐라라떼,1월 19일,1
1,daughter,튼탄맘,재료가 신선하니 너무너무 맛있더라구요 음료도 맛있고 분위기도 좋았어요,점심식사 숨은맛집,그린샐러드,3일 전,1
2,daughter,냐밍,아주 예쁜 브런치 카페였습니다! 가격은 좀 나가지만 음식들은 다 맛있었어요~에그인 헬에 같이 나오는 빵이 특히 맛있어서 추가해서 먹었습니다 ㅎㅎ,점심식사 차모임 캐주얼한 예쁜 경관/야경이좋은,에그인헬 도우터 플레이트,2023년 9월 30일,1
3,daughter,하루이,분위기 좋고~ 시간 제한 없이 앉아 있어서 좋았습니다. 또한 샐러드는 너무..너무 소스가 많이 올라가져 있어서 샐러드 시키게 되면은 소스 뿌리지 말고 따로 달라고 하는게 좋을 뜻 합니다 토스트 맛있었어요. 시럽이 밑에 깔려 있어서 토스트는 접시에 미리 꺼내 놀으면 맛있게 먹을수 있어요!! 데이트를 위해 카페 찾이 된다면 꼭 방문해 보세용,아침식사 저녁식사 데이트 기념일 간식 숨은맛집 고급스러운 시끌벅적한 예쁜 깔끔한 이국적/이색적,바닐라라떼 밀크티 크림브뤨레 프렌치 토스트 크로플+(추가)앙버터 그린셀러드,2023년 2월 5일,1
4,daughter,erica,건대에서 무난무난하게 식사하기 좋은 곳 개인적으로는 바질크림파스타가 메뉴 중에서는 괜찮은 것 같음 와플은 초코시럽 맛이 강해서 주문 시 취향에 따라 빼거나 넣거나 하면 됨 우선 내부가 넓고 수용인원이 많아서 그게 편하고 부담없이 오랫동안 식사하기 좋아서 가끔 감 제일 맛있었던 건 과일맛 에이드 진짜 과일이 듬뿍 들어간 청을 직접 부어 먹을 수 있음 직원들 친절함,아침식사 점심식사 저녁식사 식사모임 데이트 기념일 가족외식 시끌벅적한 예쁜,파스타 와플,2022년 10월 4일,1
5,daughter,조이,"웅장한 대문으로 들어서는 입구가 인상적인 브런치카페. 1층은 화이트와 핑크의 조화로 밝고 여성스러운 느낌인데, 큰 나무를 지나쳐 올라가는 2층은 은근 고급스럽고 조용해서 분위기가 반전됩니다. 폭신한 의자도 많고 식기류가 예쁘게 정돈해 나오는 점이 인상적이에요.  아메리칸 스타일의 브런치와 와플 종류 등 브런치겸 디저트겸 방문해 봤습니다. 갈때마다 특유의 개방적이면서도 고급스러운 분위기가 좋네요. 음악 소리도 크지 않아 소개팅하시는 분들도 여럿 봤습니다. 아메리칸 브런치는 와플, 소시지, 샐러드, 베이컨, 스크럼블 에그 등 은근 구성이 다양합니다. 처음에는 조금 2인용 브런치로는 적은 것 같다는 생각이 들었는데 생각보다 와플 크기가 커서 배불렀어요. 게다가 커피가 포함된 가격이니 가격도 합리적인 것 같습니다. 핑거 와플은 여럿보다 2명이 갔을 때 시키기에 좋았어요. 아이스크림이 하겐다즈이고 바삭한 와플과 잘 어울려 맛없을 수 없는 조합이었습니다.  • 화장실이 2층에 있는데 화장실 입구가 아기자기하고 예뻐요. 깨끗하고 쾌적한 편입니다.",점심식사 차모임 데이트 기념일 간식 친구들끼리 여자끼리 캐주얼한 고급스러운 예쁜 깔끔한,아메리카노 카페라떼 과일와플 아메리칸브런치,2019년 12월 4일,1
6,daughter,차림표,에그인헬이 넘 맛있었어요. 시리얼이 올라간 프렌치토스트가 별미였고 가성비 좋고 커피까지 맛있는 애정하는 브런치 맛집이에요.,기념일,에그인헬,2021년 7월 2일,1
7,daughter,YO,"건대에 이런곳이!!!! 너무 예쁘고 음식도 맛있어요 음식은 브런치, 디저트, 식사까지 모두 있어요 소개팅 장소로도 좋을듯",점심식사 저녁식사 식사모임 데이트 예쁜 경관/야경이 좋은,오리엔탈파스타 고르곤졸라피자,2020년 4월 5일,1
8,daughter,망고,분위기나 인테리어가 고급스러워요 그만큼 가격이 비쌉니다 자주는 아니라고 가끔씩은 갈만한 예쁜 카페입니다,데이트 고급스러운,녹차라떼 아인슈페너,2020년 3월 7일,1
9,daughter,히히,건대에 은근히 맛집이 없는걸 감안해서 5++점 브런치 존맛이구 파스타도 맛있구 매장도 이쁘당!!!,아침식사 점심식사 저녁식사 혼밥 데이트 숨은맛집 예쁜 야외좌석(테라스),바질크림파스타,2021년 12월 13일,1
10,daughter,고라파덕,건대입구에 흔치 않은 고급스러운 브런치 맛집입니다! 플레이팅도 멋진데 맛도 좋더라구요 ㅎㅎ,아침식사 점심식사 식사모임 데이트 기념일 고급스러운 예쁜 깔끔한 야외좌석(테라스),에그인헬,2022년 7월 14일,1
11,daughter,룰룰,건대에 있는 브런치카페. 생각보다 넓고 조경도 예뻤어요. 음식이랑 밀크티 다 맛있었어요.,아침식사 점심식사 저녁식사 식사모임 데이트 예쁜,에그인헬 프랜치토스트,2022년 10월 13일,1
12,daughter,뀨뀽,"분위기 너무 좋고 맛도 너무 좋아서 강력추천합니다! 데이트, 소개팅하기에도 좋아요",다이어트식단 점심식사 저녁식사 혼카페 데이트 기념일 고급스러운 예쁜 깔끔한 경관/야경이좋은,에그인헬 아이스카페라떼,2022년 5월 26일,1
13,daughter,지니니,"분위기있고 깔끔합니다 1,2층있는데 사람 꽤 많아요 크로플 맛있어요😊",차모임 혼카페 데이트 기념일 조용한 깔끔한,녹차라떼,2022년 6월 27일,1
14,daughter,최고산,늦게까지하고 테라스 있어서 좋았음 음식은 그저그랬음 식사류도 있당,점심식사 저녁식사 식사모임 차모임 혼카페 깔끔한 경관/야경이좋은,아메리카노 티라미수,2022년 7월 1일,1
15,daughter,삐약이,가격은 좀 사악하지만 눈으로 먹는 즐거움이 있는 곳이에요.,점심식사 저녁식사 식사모임 술모임 차모임 데이트 시끌벅적한,치즈케이크,2022년 10월 18일,1
16,daughter,YUL,데이트하기 좋은 곳이에요 예쁘고 분위기도 좋고 친절해요 가격은 커피마시기 비싼 편이에요,데이트 고급스러운 예쁜 깔끔한,헤이즐넛라떼,2020년 1월 4일,1
0,꼬메노,배고프다,크리스마스느낌나서 너무 좋음 커피 맛있음 건대 카페로 추천,데이트 숨은맛집,에스프레소 / 아메리카노,2023년 12월 3일,1
1,꼬메노,아인슈페너,건대에서 분위기가 독특한 카페인데 실제론 카페&바 느낌 골목길 안 쪽에 있어서 찾기 힘들고 외관이 튀지 않고 얼핏 보면 바 느낌이라 들어가기 전에 당황하게 된다 조명은 밝은 편은 아닌데 약간 은은한 조명에 분위기도 독특하고 안에 식물들이 여기저기 배치되어있다 칵테일 맥주 등 주류도 취급해서 저녁엔 술과 커피 둘 다 마시러 오는 사람들이 있고 모히또 같은 종류도 판매한다 커피는 아직 안 마셔봤는데 에스프레소가 들어가지 않은 초콜렛 라떼는 꽤나 맛있었다 일반 카페처럼 초코 시럽이나 분말을 섞어서 우유에 넣어 주는게 아니라 사진처럼 우유 위에 티라미수 가루 같은 걸 뿌리고 옆에 녹인 초콜렛을 따로 준다 초콜렛이 많이 달지 않고 우유에 넣어 먹으면 적당한 단맛 그리고 카카오의 씁쓸한 맛 우유의 고소함 티라미수 가루까지 조화로워서 맛있었다 카페라고 하기 보단 카페와 바를 겸하는 가게 느낌,혼술 간식 친목도모 캐주얼한 조용한 이국적/이색적 지역주민이찾는,쇼콜라떼,2021년 6월 10일,1
2,꼬메노,안사너,"분위기가 정말 좋습니다. 칵테일도 있어서 칵테일을 시켜봤는데 다과도 준비해주셔서 좀 놀랐습니다. 또, 옆 테이블 커플이 조금 무서운 분위기로 헤어지고 있더라구요. 만약 카페 분위기가 안좋았더라면 치고박고 하며 싸웠을텐데 카페 분위기 때문에 조금 진정되어 대화로 잘 헤어지고 있는 것 같아 다행입니다. 저도 나중에 헤어질 날이 온다면 꼭 이 곳에서 헤어지고 싶네요~^^",차모임 데이트 조용한 예쁜,진 토닉 쿠바 리브레,2018년 4월 15일,1
3,꼬메노,떠나자토토,건대 토박이가 알려준 숨은 카페 분위기가 너무너무 맘에 들었음~👍🏻👍🏻 조명도 은은하고 안에 식물이 많아서 답답한 느낌이 덜하다!  음료는 사장님의 아우라를 보니 다른 것도 다 맛이 좋을 듯 하다(카페인을 피해 주문한 시트러스 루이보스는 평범했음!),데이트 숨은맛집 조용한 예쁜 깔끔한,시트러스루이보스 아이스 아이스아메리카노,2021년 11월 7일,1
4,꼬메노,Jinny,사장님께서 정말 친절하십니다*_* 퐁당 오 쇼콜라를 주문했는데 아메리카노와 조합이 좋았습니다 카페 분위기도 깔끔하고 조용하고 좋습니다 데이트 장소로 추천해요,데이트 캐주얼한 조용한 예쁜 깔끔한 지역주민이 찾는,아이스아메리카노 아메리카노 퐁당 오 쇼콜라,2019년 3월 24일,1
5,꼬메노,혜지,그냥저냥 괜찮은 카페... 분위기 좋아요 뭔가 무인양품st 음악이 계속 나와서 먼지 궁금했음.. 애인이랑 데이트하기 좋음 모든것이 무난하다,데이트 조용한,쇼콜라 아이스초코,2020년 6월 29일,1
6,꼬메노,단미,저녁에 방문하면 분위기 맛집인 곳이다. 컴컴한 어둠속에 혼자 숲속에 있는 느낌을 주는 곳  무엇보다도 티라미수가 맛있었다,혼카페 데이트 기념일 숨은맛집 조용한 예쁜 이국적/이색적,아이스아메리카노 쇼콜라떼 티라미수,2020년 4월 8일,1
7,꼬메노,모여봐요맛집으로,분위기가 좋은 카페. 딸기라떼는 딸기가 너무 새콤해서 맛이없음.,혼카페 데이트 예쁜 깔끔한 이국적/이색적,딸기라떼,2021년 3월 12일,1
8,꼬메노,워킹뱀부,내부 인테리어나 메뉴구성은 나쁘지않음. 2점이 깎인 이유는 건물밖에 있는 화장실 상태때문에.,혼카페 데이트 캐주얼한 예쁜,녹차라떼 스트로베리라떼,2020년 6월 27일,1
0,마우스래빗,옴뇽뇸,지하에 좌식 공간이 넓게 있어 편하게 있을 수 있었고 카페 분위기가 전체적으로 따뜻한 느낌이라 좋았어요! 음료나 케이크 가격도 적당하고 맛있었숨니다🍽️,차모임 혼카페 데이트 간식 숨은맛집 조용한 예쁜,초코밀크티 딸기라뗴,2월 5일,1
1,마우스래빗,조이,"카페 외부,내부 모두 인테리어에 공 들인게 느껴진달까요. 감각적이면서 트렌디하고 여유로운 힐링공간, 공부 공간 다양하게 제공하는게 이 카페의 특이점! 1층 테라스 쪽은 데이트하고 힐링하는 분들, 2층은 주로 공부하거나 책 읽는 분들, 지하는 좌석으로 되어 있어 편하게 쉬는 공간 등으로 나뉘어져 있어요. 커피맛 나쁘지 않았고 아쉬운건 탄맛은 없는데 탄 향이 난다는 것. 디저트는 무난했어요. 화장실은 깨끗한 편인데 구조가 조금 특이합니다. 골목 사이에 있어 찾기 어려울 수 있고, 주차 지원은 없습니다.",차모임 데이트 친구들끼리 여자끼리 혼자 방문 힐링 공부 및 독서 캐주얼한 예쁜 야외좌석(테라스),아메리카노,2018년 10월 25일,1
2,마우스래빗,가은,카페가 엄청 예쁘게 꾸며져있고 지하에도 좌석이 있어서 사진찍기에도 좋고 구경하기에도 좋았어용 달고나 크레이프도 맛있구 단걸 별로 안좋아하는 저한텐 흑임자라떼 찰떡이었어요! ㅋㅋ,차모임 예쁜 깔끔한,달고나크레이프 페퍼민트레몬 흑임자라떼,2021년 6월 26일,1
3,마우스래빗,떠나자토토,당근케이크는 시트가 촉촉하고 크림치즈랑 잘 어울렸어요. 기본이상의 맛 ! 커피는 거슬리지 않는 커피맛 인테리어가 세련되고 채광이 좋았어요~,데이트 예쁜,아이스아메리카노 당근케이크,2021년 6월 6일,1
4,마우스래빗,윤슬,"조용하고 인테리어도 깔끔해서 좋았어요. 그때 카페에 저 혼자였는데, 더우시면 에어컨 따로 틀어드리겠다고 물어봐주셔서 감사했어요.",혼카페 조용한 깔끔한,아메리카노,2021년 5월 3일,1
5,마우스래빗,김맛알,골목 사이에 숨겨져 있는 카페. 구조가 특이하고 볕이 잘들어 분위기가 좋음. 아메리카노는 신맛이 강했음.,차모임 혼카페 데이트 간식 숨은맛집 예쁜 깔끔한 야외좌석(테라스),아메리카노 카페라떼 말차쇼콜라조각케이크,2019년 9월 18일,1
0,테라코타,김다윗,"커피맛이 깊고 분위기도 좋고, 디저트도 다 괜찮습니다.",간식 숨은맛집 캐주얼한 고급스러운 가성비좋은 푸짐한 조용한 예쁜 이국적/이색적 경관/야경이좋은 지역주민이찾는,아이스아메리카노,2023년 4월 1일,1
1,테라코타,단미,매장이 무척 깔끔하고 분위기가 좋아요! 음료도 맛있었어요,혼카페 데이트 간식 예쁜 깔끔한 애완동물동반,아이스아메리카노 밀크티,2022년 12월 1일,1
0,밀피,이구아날,솔티라떼는 내 입맛에 조금 썼고 코코넛라떼가 달달하고 맛있었음,차모임 혼카페 데이트 간식 캐주얼한 조용한 깔끔한 경관/야경이좋은 지역주민이찾는,밀피소금라떼 코코넛커피,2023년 10월 4일,1
1,밀피,조이,"2층규모의 깨끗하고 깔끔한 분위기의 카페. 밀크티와 커피를 주력 음료로 내놓고 있다는 것도 조금은 이색적입니다. 전반적으로 화이트톤이라서 분위기가 조금 샤랄라(?)한 느낌도 있어요.  흑설탕 밀크티는 흑설탕 시럽을 넣어 만든 밀크티인데 생각보다 달지 않아서 좋았습니다. 펄도 엄청 많이 들어가있고 혹시라도 싫어하시는 분들은 빼달라고 하면 빼주시니까 주문할때 요청하세요! 밀크티 외에도 기본적으로 음료 맛이 호불호 안갈리고 평타 이상하는 것 같습니다.  야외 테라스에 테이블이 한두개 있었고 화장실은 1층은 남녀공용, 2층은 여자화장실이 있었어요. 골목안에 있어 주차할 수 있는 곳은 없고 근처 공영주차장 이용하시면 됩니다.",차모임 혼카페 데이트 친구들끼리 여자끼리 공부 및 독서 힐링 예쁜 깔끔한 개별룸 야외좌석(테라스),흑설탕 밀크티,2019년 5월 17일,1
2,밀피,Riri,친구가 소금커피의 잡쪼롬한 거품과 커피의 조화가 너무 맛있었다고 하고 제가 주문한 망고 그린티도 짭쪼름한 거품과 향기로운 망고쥬스? 그리고 끝맛은 상큼한 그린티로 마무리 되는 최고의 음료들 최고의 카페였어요. 처음엔 인테리어 보고 아기자기해서 끌렸는데 음료가 너무 맛있어서 꼭 또 가고싶어요. 한가지 단점은 화장실에 비누가 없어서 리필 요청드렸는데 없다고 하셨던 점입니다. 화장실 손비누만 안떨어지게 신경써주시면 좋을것 같습니다.,차모임 혼차 데이트 기념일 간식 예쁜 깔끔한 이국적/이색적,소금커피 망코 그린티,2019년 2월 6일,1
3,밀피,Q for JMT,건대 인근 모임하기 좋은 예쁜 카페 밀피! 개별룸도 1개 있어요!,차모임 혼카페 데이트 간식 캐주얼한 깔끔한 개별룸,밀크티,2023년 2월 7일,1
4,밀피,Hae,크로플 맛집~ 시럽을 좀 많이 뿌려주는 것만 빼면 정말 좋아요. 아아랑 찰떡~,차모임 데이트 기념일 예쁜 깔끔한 지역주민이찾는,아이스크림 크로플,2022년 12월 8일,1
5,밀피,뿡빵,음료와 케이크 모두 맛있다. 2층은 스피커가 없어서 1층에 비해 매우 조용함,차모임 데이트 조용한 깔끔한,흑설탕버블티,2020년 1월 3일,1
6,밀피,이름이별명,넓고 쾌적한 건대카페 예쁘기도 하고 맛도 좋은데 손이 쪼뀸 느리심,데이트 예쁜 지역주민이찾는 야외좌석(테라스),아메리카노 소금라떼,2021년 6월 28일,1
7,밀피,김다윗,건대 유명 카페입니다. 분위기 좋고 맛도 좋고 양도 좀 많네요.,차모임 캐주얼한 대형룸,아이스아메리카노,2020년 3월 1일,1
8,밀피,오잉,일층 이층 넓은 카페 소금라떼가 시그니처 케이크는 보통,혼카페 데이트 간식 조용한 지역주민이찾는 야외좌석(테라스),얼그레이케이크,2021년 7월 1일,1
0,커피마켓,조이,"건대 먹자골목 끝자락에 위치한 루나틱한 분위기의 카페.  • 내부 시골의 커피마켓을 상징화하듯 캐주얼하면서도 아늑하고 투박한 분위기입니다. 커피콩 포댓자루를 인테리어에 활용한 부분이 이색적입니다. 2층으로 되어 있고, 외부에서 볼때는 규모가 큰 편이나 내부는 생각보다 넓지는 않아요. 테이블간 간격은 여유있는 편이며 소파식 의탁자가 많아 오래 앉아있기네 편합니다.  • 메뉴 커피에 진심으로 몰입하는 곳이라 커피 메뉴를 가급적 추천드립니다. 또한 그외 메뉴는 시도해봤지만 많이 아쉬웠어요. 디저트는 아직 추천할만한 메뉴는 못 먹어봤네요. 간단하게 커피를 즐기기에 좋은 곳입니다.  • 화장실 카페 내부에 위치해 있습니다. 2층에 있으며 위생적이고 쾌적한 편입니다.",차모임 혼카페 데이트 간식 친구들끼리 캐주얼한 지역주민이찾는 주차불가,아메리카노 카페라떼,2023년 9월 28일,1
1,커피마켓,mkjung486,1층부터 3층까지 건물자체가 다 카페였네요. 오후라 저는 디카페인 원했는데 원두 바꿀 수 있어서 좋았어요. 내부도 예쁘고 3층에는 야외자리도 있어서 좋아요.,데이트 고급스러운 예쁜,아메리카노,2월 20일,1
2,커피마켓,오셔니,매장이 큰게 제일 좋아요! 3층까지 있는데 3층엔 흡연부스가 있어서 2층이 딱 좋고 사람도 2층에 제일 많아요~ 다만 살짝 음료가 비싼것 같긴해요,식사모임 차모임 혼카페 데이트 간식 캐주얼한 깔끔한 지역주민이찾는,아메리카노 모카치노,3월 6일,1
3,커피마켓,먹고먹고,특별히 코멘트 할건없네요 커피맛도 특별할건 없고 메뉴는 다양합니다 사람이 많고 시끌벅적하구요 늦은시간까지 영업하는곳입니다,차모임 혼카페 시끌벅적한,큐브라떼 마켓치노,2019년 8월 1일,1
4,커피마켓,떡볶이좋아맨,3층까지 있는 카페라 다인원 수용이 가능하고 독특한 케이크가 많습니다. 음료는 별로였다고 합니다.,차모임 혼카페 캐주얼한,레몬차,2022년 7월 15일,1
5,커피마켓,삐약이,규모가 커서 손님들과 방문하기 좋은 곳입니다! 큰길쪽에 위치해서 접근성도 좋구요!,차모임 혼카페 접대 데이트 간식 캐주얼한 시끌벅적한 주차불가 야외좌석(테라스),아메리카노 디카페인 허브티,2021년 8월 1일,1
6,커피마켓,햄햄,케이크 가격이 조금 비싸기는 하지만 전체적으로 메뉴가 다 맛있는 편인 것 같아요.,혼카페 데이트 깔끔한 야외좌석(테라스),그린티라떼 라즈베리 화이트 케이크,2021년 5월 1일,1
7,커피마켓,디렉터0011,아메리카노 괜찮은데 좀 비싸요. 분위기가 시끄럽진않아요.,차모임 깔끔한 야외좌석(테라스),아메리카노,2022년 6월 16일,1
8,커피마켓,mymyjoo,조금 비싸지만 건대에서 롱런하는 커피맛집이다.분위기도 좋다,점심식사 저녁식사 차모임 혼카페 데이트 기념일 간식 서민적인 가성비좋은 푸짐한 예쁜 깔끔한 이국적/이색적 무료주차,아메리카노,2022년 4월 13일,1
9,커피마켓,티나야,3층까지 있는 홀이 넓은 커피숍입니다. 케잌도 맛있고 분위기가 좋아요.,간식 캐주얼한 지역주민이찾는,아이스아메리카노 아메리카노,2022년 6월 16일,1
