,name,category,sub_category,address,contact,platform
0,꾸아 건대점,0,"['베트남음식', '쌀국수']",서울특별시 광진구 화양동 12-70,0507-1395-5468,1
0,카페 그자체,0,"['케익', '디저트카페']",서울특별시 광진구 화양동 33-43 2층,0507-1333-5116,1
0,역전 할머니 맥주 건대점,0,"['맥주', '살얼음맥주']",서울특별시 광진구 화양동 45-82,0507-1350-3400,1
0,건대우동집,0,"['분식', '김밥']",서울특별시 광진구 화양동 49-11,02-465-0417,1
0,커피마켓,0,"['카페', '커피']",서울시 광진구 화양동 3-71,02-463-8009,1
0,선미 황먼지 찜닭,0,"['황먼지찜닭', '찜닭']",서울특별시 광진구 화양동 33-34,0507-1389-0406,1
0,엔제리너스,0,"['카페', '디저트']",서울특별시 광진구 화양동 6-1,02-463-1525,1
0,꼴목,0,"['술집', '삼계탕']",서울특별시 광진구 화양동 46-66 1충,02-485-0885,1
0,짱돌,0,"['요리주점', '술집']",서울특별시 광진구 화양동 5-97 지층 까만 대문,0507-1342-3672,1
0,요거프레소,0,"['디저트', '딸기']",서울특별시 광진구 화양동 507-2,,1
0,쭈꾸미도사 건대점,0,"['쭈꾸미', '쭈삼']",서울특별시 광진구 화양동 7-38,0507-1395-4504,1
0,메이빌 본점,0,"['파스타', '빠네']",서울특별시 광진구 화양동 48-25 B1F,0507-1403-4267,1
0,원갈비,0,"['돼지갈비', '갈비']",서울특별시 광진구 화양동 527,02-456-8914,1
0,바스타,0,"['칵테일', '칵테일바']",서울특별시 광진구 화양동 5-72 지하1층,0507-1466-0617,1
0,빕스 어린이대공원점,0,"['샐러드바', '딸기뷔페']",서울특별시 광진구 화양동 527,02-453-1997,1
0,오늘와인한잔 건대점,0,['와인바'],서울특별시 광진구 화양동 8-8,0507-1469-5547,1
0,신대동집,0,"['곱도리탕', '곱창전골']",서울 광진구 화양동 9-66,02-465-2738,1
0,안다미로 팬케이크,0,"['카페', '수플레']",서울특별시 광진구 화양동 48-23,0507-1396-7773,1
0,함흥본가면옥,0,"['냉면', '갈비탕']",서울시 광진구 화양동 302-25,02-447-8806,1
0,꿈꾸다917,0,"['카페', '좌식카페']",서울특별시 광진구 화양동 9-17,0507-1309-0917,1
0,프레퍼스 다이어트 푸드 건대점,0,"['샐러드', '연어샐러드']",서울특별시 광진구 화양동 7-3,0507-1312-7175,10,스시호,0,"['초밥', '사시미']",서울특별시 광진구 화양동 12-1,0507-1332-1372,1
0,프레시샐 건대점,0,"['샐러드', '포케']",서울특별시 광진구 화양동 49-12,0507-1370-2059,1
0,바투엣 본점,0,"['베트남음식', '쌀국수']",서울특별시 광진구 화양동 11-33,0507-1350-6387,1
0,새로이,0,"['수제맥주', '레스토랑']",서울 광진구 화양동 94-1,0507-1312-2415,1
0,김덕후의곱창조,0,"['곱창', '소곱창']",서울특별시 광진구 화양동 8-94,02-499-1540,1
0,낙원스낵,0,"['피자', '피맥']",서울특별시 광진구 화양동 46-48,0507-1410-1540,1
0,화기애애,0,"['고깃집', '소고기']",서울시 광진구 화양동 8-37,0507-1355-7585,1
