name,category,sub_category,address,dist_from_station,contact,platform,url,opneing_hours
하프파운드,1,베이커리,서울 송파구 백제고분로33길 10 2층 하프파운드,석촌고분역 2번 출구에서 226m,070-8691-3459,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1140444902?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 10:00 - 19:00 18:30 라스트오더', '목 10:00 - 19:00 18:30 라스트오더', '금 10:00 - 19:00 18:30 라스트오더', '토 10:00 - 19:00 18:30 라스트오더', '일 10:00 - 19:00 18:30 라스트오더', '월 정기휴무 (매주 월요일)', '화 10:00 - 19:00 18:30 라스트오더']"
효모,1,베이커리,서울 송파구 석촌호수로12길 20 1층 효모,잠실새내역 3번 출구에서 441m,0507-1382-4535,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1962246791?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 11:00 - 17:00', '목 정기휴무 (매주 목요일)', '금 11:00 - 17:00', '토 정기휴무 (매주 토요일)', '일 11:00 - 17:00', '월 정기휴무 (매주 월요일)', '화 정기휴무 (매주 화요일)']"
코히루,1,카페,서울 송파구 오금로 148 2층,송파나루역 1번 출구에서 81m,070-8834-5252,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1571643582?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 11:00 - 22:00 21:20 라스트오더']
커피바이 로스터스,1,카페,서울 송파구 백제고분로17길 56 2층,잠실새내역 3번 출구에서 181m,0507-1403-4153,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/34159578?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:00 - 21:00']
카라즈스퀘어 브런치카페 송파나루역점,1,"카페,디저트",서울 송파구 오금로 174 1층,송파나루역 4번 출구에서 161m,0507-1310-9250,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1179435157?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 09:30 - 22:00 21:30 라스트오더']
유키모찌 롯데월드몰점,1,아이스크림,서울 송파구 올림픽로 300 롯데월드몰 2층,잠실역 번 출구에서 436m,0507-1410-4268,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1642538100?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00 21:30 라스트오더']
롯데호텔월드 델리카한스,1,베이커리,서울 송파구 올림픽로 240 롯데호텔월드 1층,잠실역 3번 출구에서 104m,0507-1461-7759,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/37402166?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 09:00 - 21:00']
파티세리 도효,1,케이크전문,서울 송파구 오금로29길 7 1층 파티세리도효,방이역 3번 출구에서 627m,0507-1408-2049,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/799230573?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 10:00 - 19:00', '목 10:00 - 19:00', '금 10:00 - 19:00', '토 10:00 - 19:00', '일 10:00 - 17:00', '월 10:00 - 19:00', '화 10:00 - 19:00']"
카페 어썸,1,"카페,디저트",서울 송파구 풍성로 75 1층,강동구청역 5번 출구에서 27m,070-8756-5546,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1112663116?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 09:00 - 19:00 18:50 라스트오더', '목 09:00 - 19:00 18:50 라스트오더', '금 09:00 - 19:00 18:50 라스트오더', '토 09:00 - 20:00 19:50 라스트오더', '일 09:00 - 20:00 19:50 라스트오더', '월 정기휴무 (매주 월요일)', '화 09:00 - 19:00 18:50 라스트오더']"
스타벅스 석촌호수점,1,카페,서울 송파구 석촌호수로 262,석촌역 1번 출구에서 536m,1522-3232,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/33979877?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수(5/8) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '목(5/9) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '금(5/10) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '토(5/11) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '일(5/12) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '월(5/13) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00', '화(5/14) 매장 08:00 - 22:00 딜리버스 10:00 - 21:00 접기']"
헤리터 롯데백화점 잠실점,1,"카페,디저트",서울 송파구 올림픽로 240 롯데백화점 잠실점 9층,잠실역 3번 출구에서 71m,0507-1405-1803,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1008253815?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 10:30 - 20:00 19:30 라스트오더', '목 10:30 - 20:00 19:30 라스트오더', '금 10:30 - 20:30 20:00 라스트오더', '토 10:30 - 20:30 20:00 라스트오더', '일 10:30 - 20:30 20:00 라스트오더', '월 10:30 - 20:00 19:30 라스트오더', '화 10:30 - 20:00 19:30 라스트오더', '05/20 휴무']"
투썸플레이스 잠실역점,1,카페,서울 송파구 올림픽로35다길 32 1층 투썸플레이스,잠실역 번 출구에서 31m,02-3431-9633,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/35135795?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 07:00 - 23:00', '목 07:00 - 23:00', '금 07:00 - 23:00', '토 08:00 - 23:00', '일 08:00 - 23:00', '월 07:00 - 23:00', '화 07:00 - 23:00']"
모타운 서울,1,브런치카페,서울 송파구 백제고분로45길 34-6 1층 101호,송파나루역 1번 출구에서 426m,0507-1461-1299,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1716704076?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 10:00 - 18:00 17:30 라스트오더', '목 10:00 - 18:00 17:30 라스트오더', '금 10:00 - 18:00 17:30 라스트오더', '토 10:00 - 18:00 17:30 라스트오더', '일 10:00 - 18:00 17:30 라스트오더', '월 정기휴무 (매주 월요일)', '화 10:00 - 18:00 17:30 라스트오더', '나혼자산다 475회, 22.12.23. 2022년 12월 23일  아보카도토스트']"
온더바닐라,1,"카페,디저트",서울 송파구 백제고분로9길 37 1층 온더바닐라,잠실새내역 4번 출구에서 376m,0507-1486-2126,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1797089804?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 12:00 - 20:40', '목 12:00 - 20:40', '금 12:00 - 20:40', '토 12:00 - 20:40', '일 정기휴무 (매주 일요일)', '월 12:00 - 20:40', '화 12:00 - 20:40']"
JBOUT COFFEE,1,"카페,디저트",서울 송파구 송파나루길 206 2층 JBOUT COFFEE,잠실역 번 출구에서 39m,0507-1317-1515,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1417628593?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 11:00 - 22:30 22:20 라스트오더']
화지베이커리,1,베이커리,서울 송파구 송파대로42길 6-1 1층,석촌역 4번 출구에서 14m,0507-1330-8649,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1034736061?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 10:30 - 18:00', '목 10:30 - 18:00', '금 10:30 - 18:00', '토 10:30 - 18:00', '일 10:30 - 18:00', '월 정기휴무 (매주 월요일)', '화 정기휴무 (매주 화요일)']"
모어댄버터,1,"카페,디저트",서울 송파구 송파대로 467 1층 모어댄버터,석촌역 번 출구에서 32m,0507-1495-8246,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1797951013?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 08:00 - 22:00 21:30 라스트오더', '목 08:00 - 22:00 21:30 라스트오더', '금 08:00 - 22:00 21:30 라스트오더', '토 09:00 - 22:00 21:30 라스트오더', '일 09:00 - 22:00 21:30 라스트오더', '월 08:00 - 22:00 21:30 라스트오더', '화 08:00 - 22:00 21:30 라스트오더']"
어바웃 프로젝트라운지,1,"카페,디저트",서울 송파구 올림픽로 300 롯데월드타워 1층 다이버홀,잠실역 번 출구에서 7m,070-4242-2880,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1884092314?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 08:00 - 19:00', '목 08:00 - 19:00', '금 08:00 - 19:00', '토 10:30 - 21:00', '일 10:30 - 21:00', '월 08:00 - 19:00', '화 08:00 - 19:00']"
뷰클런즈,1,"카페,디저트",서울 송파구 백제고분로43길 10 1층,송파나루역 1번 출구에서 360m,070-4065-4860,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1700876781?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 12:00 - 22:00 21:20 라스트오더']
컨플릭트스토어 잠실점,1,카페,서울 송파구 잠실로 209 케이티송파빌딩 101호 컨플릭트스토어,잠실역 10번 출구에서 319m,02-424-5115,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1940006120?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 08:30 - 22:00', '목 08:30 - 22:00', '금 08:30 - 22:00', '토 11:00 - 22:00', '일 11:00 - 22:00', '월 08:30 - 22:00', '화 08:30 - 22:00']"
나루터,1,카페,서울 송파구 백제고분로41길 19-1 2층,석촌역 2번 출구에서 327m,0507-1429-2781,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1747832649?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 12:00 - 24:00', '목 12:00 - 24:00', '금 12:00 - 02:00', '토 12:00 - 02:00', '일 12:00 - 24:00', '월 12:00 - 24:00', '화 12:00 - 24:00']"
엔제리너스 x 윤쉐프 정직한 제빵소 석촌호수점,1,카페,서울 송파구 석촌호수로 224 1층,석촌역 번 출구에서 655m,02-3431-7590,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1528903529?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 07:00 - 01:00']
비엔블랑,1,베이커리,서울 송파구 석촌호수로 188 신동아로잔뷰 105호,석촌고분역 2번 출구에서 43m,0507-1406-0362,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/72154919?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 08:00 - 21:00', '목 08:00 - 21:00', '금 08:00 - 21:00', '토 08:00 - 21:00', '일 08:00 - 21:00', '월 08:00 - 21:00', '화 08:00 - 21:00', '생방송투데이 2165회, 18.08.16. 2018년 8월 16일  크루아상']"
르보네르,1,베이커리,서울 송파구 석촌호수로20길 18,석촌역 7번 출구에서 502m,02-416-2365,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/574045231?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 07:00 - 21:00', '목 07:00 - 21:00', '금 07:00 - 21:00', '토 07:00 - 21:00', '일 07:00 - 21:00', '월 07:00 - 21:00', '화 정기휴무 (매주 화요일)', '생방송투데이 2087회, 18.04.19. 2018년 4월 19일  유기농건강빵']"
달빛정거장,1,북카페,서울 송파구 백제고분로7길 8 지하1층,종합운동장역 번 출구에서 377m,0507-1312-4252,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1535125538?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수 10:00 - 23:00', '목 10:00 - 23:00', '금 10:00 - 24:00', '토 10:00 - 24:00', '일 10:00 - 22:00', '월 10:00 - 23:00', '화 10:00 - 23:00']"
미크플로 송리단길점,1,"카페,디저트",서울 송파구 백제고분로45길 30 1층,송파나루역 1번 출구에서 382m,0507-1315-5331,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1040313805?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 11:00 - 22:00']
스타벅스 잠실새내역점,1,카페,서울 송파구 올림픽로 96,잠실새내역 4번 출구에서 307m,1522-3232,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/33331829?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수(5/8) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '목(5/9) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '금(5/10) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '토(5/11) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '일(5/12) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '월(5/13) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '화(5/14) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00 접기']"
묘사서울 롯데월드몰점,1,"카페,디저트",서울 송파구 올림픽로 300 롯데월드몰 2층,잠실역 10번 출구에서 13m,0507-1309-9503,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1257257130?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00']
스타벅스 잠실역점,1,카페,서울 송파구 송파대로 562,잠실역 7번 출구에서 111m,1522-3232,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/11689864?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['수(5/8) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '목(5/9) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '금(5/10) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '토(5/11) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '일(5/12) 매장 08:00 - 21:00 딜리버스 10:00 - 20:00', '월(5/13) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00', '화(5/14) 매장 07:00 - 22:00 딜리버스 10:00 - 21:00 접기']"
크리스피크림도넛 잠실롯데월드몰점,1,도넛,서울 송파구 올림픽로 300 롯데월드몰 지하1층,잠실역 10번 출구에서 14m,02-3213-4770,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/35842132?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00']
커넥트투,1,카페,서울 송파구 올림픽로 300 롯데월드몰 1층,잠실역 10번 출구에서 13m,0507-1333-4183,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1908437349?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00 21:30 라스트오더']
쿨키즈쿠키 송파점,1,"카페,디저트",서울 송파구 송파대로48길 7 1층 쿨키즈쿠키,석촌역 1번 출구에서 431m,0507-1428-0556,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1810096319?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 11:00 - 20:00']
슈퍼말차 롯데월드몰,1,카페,서울 송파구 올림픽로 300 롯데월드몰 지하1층,잠실역 11번 출구에서 30m,02-3213-2829,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1234673150?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00 21:30 라스트오더']
지파시 롯데월드몰점,1,아이스크림,서울 송파구 올림픽로 300 롯데월드몰 지하1층,잠실역 번 출구에서 7m,02-3213-4542,0,"https://map.naver.com/p/search/%EC%9E%A0%EC%8B%A4%20%EC%B9%B4%ED%8E%98/place/1983164033?c=12.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00 21:30 라스트오더']
