name,category,sub_category,address,contact,platform,url,opneing_hours
이히리베디히,1,카페,서울 광진구 영화사로 75,070-4152-8716,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/37406691?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 09:00 - 23:00']
카페우리,1,"카페,디저트",서울 광진구 광나루로 545 정문상가 A동 1호,0507-1310-2559,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1645033602?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 09:00 - 20:00', '수 09:00 - 20:00', '목 정기휴무 (매주 목요일)', '금 09:00 - 20:00', '토 09:00 - 20:00', '일 09:00 - 20:00', '월 09:00 - 20:00']"
빽다방 구의중앙점,1,테이크아웃커피,서울 광진구 구의로 6,02-454-0423,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1552480887?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 08:00 - 22:00', '수 08:00 - 22:00', '목 08:00 - 22:00', '금 08:00 - 22:00', '토 08:30 - 22:00', '일 08:30 - 22:00', '월 08:00 - 22:00']"
라비타3,1,"카페,디저트",서울 광진구 자양로 203 스타파크아파트 1층 101호,02-6465-3737,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1530305431?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 20:00 19:30 라스트오더', '수 10:00 - 20:00 19:30 라스트오더', '목 10:00 - 20:00 19:30 라스트오더', '금 10:00 - 20:00 19:30 라스트오더', '토 10:00 - 20:00 19:30 라스트오더', '일 11:00 - 16:00 15:30 라스트오더', '월 정기휴무 (매주 월요일)']"
에이미스커피 광진우체국점,1,카페,서울 광진구 강변역로 2 1층 에이미스커피 광진우체국점,02-455-2206,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1226870126?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 08:30 - 18:30', '수 08:30 - 18:30', '목 08:30 - 18:30', '금 08:30 - 18:30', '토 정기휴무 (매주 토요일)', '일 11:00 - 18:30', '월 08:30 - 18:30']"
페리카페,1,카페,서울 광진구 광나루로36길 40 1층 102호,0507-1451-5982,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1755802038?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 정기휴무 (매주 화요일)', '수 08:00 - 20:00', '목 08:00 - 20:00', '금 08:00 - 20:00', '토 09:00 - 19:00', '일 09:00 - 19:00', '월 08:00 - 20:00']"
옳은정커피,1,"카페,디저트",서울 광진구 자양로50길 22 1층,070-4833-4570,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1297187558?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 17:00', '수 10:00 - 17:00', '목 10:00 - 17:00', '금 10:00 - 17:00', '토 정기휴무 (매주 토요일)', '일 정기휴무 (매주 일요일)', '월 10:00 - 17:00']"
키즈커피,1,카페,서울 광진구 아차산로 397,02-598-9994,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1292709603?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
커피베이동서울터미널,1,카페,서울 광진구 강변역로 50 동서울터미널빌딩,02-456-5568,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/86843311?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 09:00 - 21:00']
더블씨,1,"카페,디저트",서울 광진구 자양로28길 23 1층,070-8885-0414,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1233314135?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 07:00 - 16:30', '수 07:00 - 16:30', '목 07:00 - 16:30', '금 07:00 - 16:30', '토 10:00 - 16:30', '일 정기휴무 (매주 일요일)', '월 07:00 - 16:30']"
홍 카페,1,"카페,디저트",서울 광진구 구의강변로 96 1층 103호 홍카페,0507-1423-2665,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1347732107?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:30 - 22:00']
소소한하루,1,"카페,디저트",서울 광진구 자양로50길 37 101호,02-447-1357,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1697495936?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 09:00 - 19:00', '수 09:00 - 19:00', '목 09:00 - 19:00', '금 09:00 - 19:00', '토 09:00 - 19:00', '일 정보없음', '월 09:00 - 19:00']"
더감자커피,1,카페,서울 광진구 광나루로56길 63 프라임프라자,02-458-0168,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1466902050?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 08:30 - 20:00 19:30 라스트오더', '수 08:30 - 20:00 19:30 라스트오더', '목 08:30 - 20:00 19:30 라스트오더', '금 08:30 - 20:00 19:30 라스트오더', '토 08:30 - 20:00 19:30 라스트오더', '일 08:30 - 17:00 16:30 라스트오더', '월 08:30 - 20:00 19:30 라스트오더']"
더카페562,1,카페,서울 광진구 광나루로 562 1층,02-2201-2248,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1618564402?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['일요일 휴무 주일은 쉽니다']
그랑프리빵,1,베이커리,서울 광진구 자양로18길 70,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/18813746?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
밀크마켓,1,카페,서울 광진구 자양로 172 솔렌시아2차 101호,0507-1392-3518,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1883102404?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 08:00 - 21:00']
카페베리,1,"카페,디저트",서울 광진구 광나루로56길 85 지하 1층 22호,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1663958257?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
더달달 구의동점,1,아이스크림,서울 광진구 자양로26길 39 102호,010-3284-2272,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1669538365?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 00:00 - 24:00']
커피 방앗간,1,"카페,디저트",서울 광진구 뚝섬로67길 35,070-4799-4231,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1261685074?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 18:00', '수 10:00 - 18:00', '목 10:00 - 18:00', '금 10:00 - 18:00', '토 10:00 - 19:00', '일 11:00 - 18:00', '월 10:00 - 18:00']"
붕어앤호두커피,1,"카페,디저트",서울 광진구 자양로48길 6 1층,0507-2093-3512,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1303966200?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 12:00 - 21:00']
토프레소 동서울터미널점,1,카페,서울 광진구 강변역로4길 34 토프레소,02-447-1909,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/36396850?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
카페플리츠미,1,"카페,디저트",서울 광진구 자양로 142,02-454-9120,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/37846080?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 20:00', '수 10:00 - 20:00', '목 10:00 - 20:00', '금 10:00 - 20:00', '토 10:00 - 20:00', '일 정기휴무 (매주 일요일)', '월 10:00 - 20:00']"
토마토라운지,1,"카페,디저트",서울 광진구 광나루로56길 85 테크노-마트21,02-3424-5151,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/32872811?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 11:00 - 20:00']
카페킥,1,"카페,디저트",서울 광진구 강변역로 50,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1911620049?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
로고스타,1,베이커리,서울 광진구 자양로 254,02-444-8887,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1946628398?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
코너 594,1,카페,서울 광진구 구의강변로 52 영풍빌딩,02-457-0594,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/13464361?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
굿뉴스그로서리,1,브런치,서울 광진구 광나루로39길 11 2층 213호,0507-1345-7081,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1990778792?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 11:00 - 24:00 23:30 라스트오더', '수 11:00 - 24:00 23:30 라스트오더', '목 11:00 - 24:00 23:30 라스트오더', '금 11:00 - 24:00 23:30 라스트오더', '토 11:00 - 24:00 23:30 라스트오더', '일 정기휴무 (매주 일요일)', '월 11:00 - 24:00 23:30 라스트오더']"
플랫카페,1,"카페,디저트",서울 광진구 자양로23길 73,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1274221575?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
카페리치,1,"카페,디저트",서울 광진구 광나루로56길 85,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1851547070?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
카페옆빵집,1,베이커리,서울 광진구 광나루로56길 85,02-517-0511,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1297098123?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:00 - 20:00']
아이스크림할인점,1,아이스크림,서울 광진구 광나루로 530,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1255762811?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
엠브로시아,1,브런치,서울 광진구 광나루로56길 85 테크노마트,02-3424-1122,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/18022178?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['매일 전문식당가 10:00 - 22:00 푸드코트,먹자거리 10:00 - 21:00 접기']"
강정마을,1,베이커리,서울 광진구 자양로35길 42-5,,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1890233153?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",[]
슈드 Seoul,1,"카페,디저트",서울 광진구 아차산로31길 6 슈드서울,02-498-3027,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/11606747?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['매일 11:00 - 01:00 00:00 라스트오더', '생방송투데이 3280회, 23.04.25. 2023년 4월 25일  수제라자냐/파스타/티라미수/티라미수빙수', '']"
흐릇,1,카페,서울 광진구 군자로 19 1층,070-8691-3968,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1779793102?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 22:00', '수 10:00 - 22:00', '목 10:00 - 22:00', '금 10:00 - 22:00', '토 10:00 - 21:00', '일 12:00 - 20:00', '월 10:00 - 22:00']"
투또톤토,1,"카페,디저트",서울 광진구 능동로 125 1층 투또톤토,0507-0289-5705,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1043191069?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 08:00 - 22:30 22:00 라스트오더', '수 08:00 - 22:30 22:00 라스트오더', '목 08:00 - 22:30 22:00 라스트오더', '금 08:00 - 22:30 22:00 라스트오더', '토 10:00 - 22:30 22:00 라스트오더', '일 10:00 - 22:30 22:00 라스트오더', '월 08:00 - 22:30 22:00 라스트오더']"
건대커피 랩,1,카페,서울 광진구 동일로22길 102 2층,0507-1438-7728,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/31143963?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 22:30', '수 10:00 - 22:30', '목 10:00 - 22:30', '금 10:00 - 22:30', '토 11:00 - 22:30', '일 11:00 - 22:30', '월 10:00 - 22:30']"
체리커피,1,"카페,디저트",서울 광진구 능동로 284,0507-1362-7222,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1095857027?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:30 - 23:30 23:15 라스트오더', '수 10:30 - 23:30 23:15 라스트오더', '목 10:30 - 23:30 23:15 라스트오더', '금 10:30 - 23:30 23:15 라스트오더', '토 10:30 - 23:30 23:15 라스트오더', '일 10:30 - 23:00 22:45 라스트오더', '월 10:30 - 23:30 23:15 라스트오더']"
보난자커피 군자점,1,"카페,디저트",서울 광진구 능동로 239-1 B동 1층 보난자커피,070-4110-3113,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1689645997?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 09:00 - 22:00 21:50 라스트오더', '수 09:00 - 22:00 21:50 라스트오더', '목 09:00 - 22:00 21:50 라스트오더', '금 09:00 - 22:00 21:50 라스트오더', '토 09:00 - 22:00 21:50 라스트오더', '일 09:00 - 22:00 21:50 라스트오더', '월 09:00 - 22:00 21:50 라스트오더']"
뚝방길 홍차가게,1,"카페,디저트",서울 광진구 자양강변길 277 1층,0507-1308-0189,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1038971057?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 정기휴무 (매주 화요일)', '수 12:00 - 21:00 20:30 라스트오더', '목 12:00 - 21:00 20:30 라스트오더', '금 12:00 - 21:00 20:30 라스트오더', '토 12:00 - 21:00 20:30 라스트오더', '일 12:00 - 21:00 20:30 라스트오더', '월 12:00 - 21:00 20:30 라스트오더']"
릴리베이커리,1,베이커리,서울 광진구 능동로13길 21 1층 릴리베이커리(김밥천국바로옆)-지하X,02-469-0888,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1126127714?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 23:00', '수 10:00 - 23:00', '목 10:00 - 23:00', '금 10:00 - 23:00', '토 08:45 - 23:00', '일 08:45 - 23:00', '월 10:00 - 23:00', '놀라운토요일 168회, 21.07.10. 2021년 7월 10일  크림치즈마늘빵', '', '']"
카페롱,1,"카페,디저트",서울 광진구 광나루로 360 1층 카페롱,0507-1320-0154,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1084691809?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 09:00 - 01:00', '수 09:00 - 01:00', '목 09:00 - 01:00', '금 09:00 - 02:00', '토 10:00 - 02:00', '일 10:00 - 02:00', '월 09:00 - 01:00']"
카페 아르무아,1,"카페,디저트",서울 광진구 동일로22길 117-27,02-463-9981,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1872641035?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 12:00 - 23:00 22:30 라스트오더']
환원당,1,"카페,디저트",서울 광진구 능동로 166,0507-1342-0239,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1854582204?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 10:00 - 22:00']
퍼즌트,1,"카페,디저트",서울 광진구 능동로32길 50 1층,0507-1333-3937,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1378682099?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 11:00 - 21:00', '수 11:00 - 21:00', '목 11:00 - 21:00', '금 11:00 - 21:00', '토 11:00 - 21:00', '일 11:00 - 18:00', '월 11:00 - 21:00', '매달 4, 5번째 일요일 정기 휴무']"
윤키,1,"카페,디저트",서울 광진구 능동로38길 27 1층 윤키,0507-1366-1915,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1715074280?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 정기휴무 (매주 화요일)', '수 11:00 - 21:00', '목 11:00 - 21:00', '금 11:00 - 21:00', '토 10:00 - 21:00', '일 10:00 - 20:00', '월 11:00 - 21:00']"
모츠커피,1,카페,서울 광진구 군자로3길 14 1층,070-4015-5501,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1023633937?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 12:00 - 22:00', '수 12:00 - 22:00', '목 12:00 - 22:00', '금 12:00 - 23:00', '토 12:00 - 23:00', '일 12:00 - 22:00', '월 12:00 - 22:00', '04/09 휴무']"
아오스요거트,1,"카페,디저트",서울 광진구 능동로 153,0507-1313-6979,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1521571612?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 10:00 - 21:00 20:50 라스트오더', '수 10:00 - 21:00 20:50 라스트오더', '목 10:00 - 21:00 20:50 라스트오더', '금 10:00 - 21:00 20:50 라스트오더', '토 10:00 - 21:00 20:50 라스트오더', '일 10:00 - 21:00 20:50 라스트오더', '월 10:00 - 21:00 20:50 라스트오더', '놀라운토요일 103회, 20.04.11. 2020년 4월 11일  생과일요거트']"
헤르츠커피로스팅,1,카페,서울 광진구 능동로 334,010-3312-9952,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1951409514?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 09:00 - 21:00', '수 09:00 - 21:00', '목 09:00 - 21:00', '금 09:00 - 21:00', '토 09:00 - 21:00', '일 09:00 - 21:00', '월 정기휴무 (매주 월요일)']"
애크로매틱 커피 어린이대공원,1,"카페,디저트","서울 광진구 능동로 177 1, 2층",0507-1485-7711,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1790543616?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 11:00 - 22:00 21:30 라스트오더']
애드앤드,1,"카페,디저트",서울 광진구 광나루로26길 28 1층,0507-1327-0718,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1506430135?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 11:00 - 21:00', '수 11:00 - 21:00', '목 11:00 - 21:00', '금 11:00 - 21:00', '토 12:00 - 20:00', '일 12:00 - 20:00', '월 11:00 - 21:00']"
옥루몽 어린이대공원점,1,빙수,서울 광진구 능동로 183,0507-1491-9702,0,"https://map.naver.com/p/search/%EA%B5%AC%EC%9D%98%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/37122450?c=14.00,0,0,0,dh&placePath=%3Fentry%253Dbmp","['화 11:00 - 24:00 23:40 라스트오더', '수 11:00 - 24:00 23:40 라스트오더', '목 11:00 - 24:00 23:40 라스트오더', '금 11:00 - 24:00 23:40 라스트오더', '토 11:00 - 23:00 22:40 라스트오더', '일 11:00 - 23:00 22:40 라스트오더', '월 11:00 - 24:00 23:40 라스트오더']"
메가MGC커피 광진군자로점,1,카페,서울 광진구 군자로 86 1층,0507-2093-9137,0,"https://map.naver.com/p/search/%EA%B4%91%EC%A7%84%EA%B5%AC%20%EA%B5%B0%EC%9E%90%EB%8F%99%20%EC%B9%B4%ED%8E%98/place/1441447171?c=15.00,0,0,0,dh&placePath=%3Fentry%253Dbmp",['매일 08:00 - 23:00']
