,review_id,created_at,user_id,restaurant_id,content,updated_at
17927,17927,22.9.22.목,8305,59,와~~ 근래 정말 맛있게 먹은 삼겹살이었어요. 반찬도 다 맛있기 힘든데 정말정말 맛나게 먹었습니다!,
17928,17928,22.9.8.목,7273,59,맛있어요~~광장동의몇안되는맛집,
17929,17929,22.10.8.토,655,59,친절하진않아요,
17930,17930,22.9.2.금,3680,59,친절하시고 고기 질이 좋아요,
17931,17931,22.8.30.화,3680,59,고기가 맛있어서 재방문 의사 있어요,
17932,17932,22.8.27.토,10593,59,감귤막걸리 맛잇어요,
17933,17933,22.11.3.목,1414,59,맛있어요,
17934,17934,22.8.23.화,556,59,굿,
17935,17935,22.3.3.목,265,59,잘먹었습니다,
17936,17936,22.4.21.목,10594,59,동네 맛집인정,
17937,17937,22.5.14.토,330,59,굿,
17938,17938,22.1.21.금,10595,59,직원이 친절하고 고기도 잘~구워 주셔서 명이잎에 싸서 맛있게 냠냠~ 멍게비빙밥 별미네요. 냠냠~^^,
17939,17939,22.7.14.목,714,59,굿,
17940,17940,22.1.23.일,357,59,좋아요,
17941,17941,22.1.26.수,10596,59,굿,
17942,17942,22.1.26.수,10597,59,좋아요,
17943,17943,21.9.12.일,10598,59,아쉽네요 고기가 너무 질겨요 ㅠㅠ 잠실새내 맛있어 서 집근처라 여기 갔눈데 사장님 ㅠ 좀더신경써주세 요 직원들은 친절합니다,
17944,17944,21.11.3.수,4814,59,굿,
17945,17945,21.4.7.수,8433,59,맛있구 친절해용! 목살머겄는데 제주도에서먹던 흑돼지맛을 느낄수있었어요 명란계란찜과 감귤막걸리 그리구 파절임도쨩맛ㅎㅎ,
17946,17946,21.5.15.토,8542,59,근고기 소세지 다 맛있었습니다. 사장님 및 직원분들 서비스도 최고입니다. 먹으면서도 참 기분 좋았네요,
17947,17947,21.4.3.토,3958,59,고기를 구워주니 완전 좋네요 껍데기 맛났어요 전체적으로 맛있고 감귤에이드 완전 맛나용,
17948,17948,21.8.11.수,10599,59,좋아요,
17949,17949,21.4.10.토,357,59,고기 맛있어요. 멍게비빔밥도 굳!!!,
17950,17950,21.3.17.수,5441,59,사장님보다 주방직원분이 더 친절한곳이네요~~ 우리 가 갔을땐(오픈하자마자감...) 홀분들이 없고 주방분  혼자라 서빙해주셨는데 너무너무 친절해서 기...,
17951,17951,21.5.14.금,10012,59,항정살 맛있어요,
17952,17952,21.3.26.금,4846,59,돼지목살 삼겹살 맛있어요,
17953,17953,21.4.25.일,7922,59,맛있어요~,
17954,17954,21.3.30.화,4991,59,ㅇㅋ,
17955,17955,21.4.4.일,10600,59,맛나요,
17956,17956,21.3.3.수,10601,59,좋아요,
17957,17957,20.9.7.월,357,59,고기 맛있어요. 두툼하고.. 식사 메뉴도 좋은데 미처 사진은 명란 계란찜만... 멍게비빔밥 강추.,
17958,17958,20.10.27.화,10602,59,제주흑돼지인줄 알았는데 좀 아쉽네요,
17959,17959,20.9.25.금,649,59,고기도 반찬도 굿,
17960,17960,20.9.16.수,10603,59,너무너무 맛있어요!!!!!!,
17961,17961,20.10.25.일,8316,59,맛있엇어요,
17962,17962,20.4.21.화,2334,59,고기 맛있어요 껍데기도 굿,
17963,17963,20.4.23.목,680,59,괜찮아요,
17964,17964,20.11.16.월,8094,59,ㅡㅡㅡ,
17965,17965,19.5.20.월,142,59,"제주모듬근고기 600g 49,000원  돼지고기도 많이 올랐네요 한우도 아니고 1인분에 150g ㅠㅠ",
18200,18200,3.16.토,10042,63,가격이 저렴해서 좋아요 양배추 샐러드는 포장은 안 되고 따로 금액 추가해도 안된다고 하셔서 집에서 직 접 만들어 먹었어요 닭강정은 비추천 옛날통닭...,
18201,18201,4.5.금,5759,63,치킨종류가 다양하고 맛있어요.,
18202,18202,2.24.토,10722,63,"먹고 있는데 옆에서 마감 청소(빗자루), 11시 마감이 라고 하셨지만... 10시 45분 쯤..? 마감이라고 나가라 는 식으로 말씀하셔서 그 이후로 안 가요;; 오픈...",
18203,18203,3.20.수,5549,63,오랜만에 먹으니 맛있네요,
18204,18204,1.15.월,3,63,오픈과 동시에 동네 핫플 맛집등극했네요. 포장만 몇 번이나 해서 먹었어요. 이번엔 싹스리 순살세트 1번 시켰는데 맵찔이한테는 불닭소스가 좀 맵긴 했...,
18205,18205,3.9.토,5759,63,닭강정미 맛있어요.,
18206,18206,3.16.토,10723,63,가게 포장했는데 현장 정말 어수선했고 새우닭강정 맛없음(닭강정이 맛이 없음) 새우는 4개 들어있음 + 미리 만들어둔 닭강정에 새우만 추가한건지 닭...,
18207,18207,3.7.목,10724,63,새우닭강정 양이 너무 적어요 맛있어용 ㅎ,
18208,18208,1.15.월,4679,63,순살후라이드 먹었어요~ 바삭하고 짭쪼름해서 맛있게 먹었어요 :),
18209,18209,23.12.29.금,9500,63,동네에 가성비좋은 치킨집이 생겨서 좋아요 두세번 순살치킨 먹어보고 이번엔 옛날통닭 먹어봤는데 다 맛있어요 매장에서 먹어도 좋을것 같아요 낮에 동네엄마들과 생맥주 간단히 먹을수 있는 곳이 생겨 좋아요,
18210,18210,1.8.월,1336,63,"아직 아이들이 어려서, 한마리 통닭은 부담스러운데 생겨서 너무 좋아요!! 생맥주도 남편이 사온 적 있는데 맛있더라구요. 오래오래 영업하시면 좋겠어요.",
18211,18211,3.3.일,3793,63,양념 한마리 맛있어요 근데 가격이 싸서그런지 양 정말 적어요,
18212,18212,2.11.일,3283,63,양념 닭강정 안맵다고 하셨는데 아이들 먹기엔 맵네요,
18213,18213,2.23.금,5759,63,옛날통닭이 맛있어요.,
18214,18214,2.23.금,3793,63,청양마요 양념치킨 넘 맛있고 가성비좋아요 자주이용합니다,
18215,18215,3.2.토,2978,63,저렴하면서 맛있어요,
18216,18216,1.30.화,9500,63,동네에 가볍게 즐길수 있는 호프집이 생겨 사람들이 엄청 많네요,
18217,18217,2.18.일,5759,63,닭강정이 맛있어요.,
18218,18218,1.6.토,10725,63,불편하실 수 있는 요청사항도 잘 들어주시고  친절하시고 치킨도 맛있고 양도 많습니다 !! 많이 시켜드세요~!,
18219,18219,1.9.화,5031,63,닭강정을 포장 주문했는데 맛있었어요 사장님도 직원분들도 친절하셔서 좋았습니다 너무 빨리 먹어서 사진 못찍었습니다 죄송해요,
18220,18220,2.4.일,5759,63,닭강정이 맛있어요.,
18221,18221,1.12.금,3793,63,여기 가성비좋으면서 맛도 좋아요 청양마요 맛있었고 와 양념치킨도 맛있었어요 자주 이용할거같아요,
18222,18222,1.30.화,10726,63,닭강정 큰사이즈 먹었는데 맛은 있지만 양은 조금 적은거 같아요~,
18223,18223,23.12.27.수,5892,63,오픈해서 감..'닭의 신선도는 그닥..묵은닭 맛이나요.,
18224,18224,2.19.월,9504,63,괜찮아요,
18225,18225,3.29.금,4704,63,가성비가 좋아요,
18226,18226,1.10.수,423,63,가성비 좋은 옛날통닭집,
18227,18227,1.10.수,9627,63,"기름도 깨끗하고, 맛있었어요",
18228,18228,1.1.월,5549,63,옛날통닭 맛있어요,
18229,18229,1.27.토,3474,63,닭집,
18230,18230,23.12.24.일,3793,63,청양마요먹어봤는데 맛있었다 네네랑 비슷,
18231,18231,2.11.일,330,63,굿,
18232,18232,3.31.일,300,63,맛.  ㅎㅎㅎㅎ,
18233,18233,3.3.일,300,63,맛 ,
18234,18234,2.4.일,4704,63,양이 너무 작은듯하네요. 가격이 싸니 이해함,
18235,18235,2.11.일,7865,63,3번째 방문했어요. 맛있어요,
18236,18236,23.12.29.금,5715,63,치킨집은 늘 좋죠^^골뱅이무침 포장했는데 맛있었어요 골뱅이도 적지않고 특히 진미채 들어있어서 넘 좋았어요^^,
18237,18237,23.12.22.금,8378,63,옛날치킨 맛있어요,
18238,18238,2.7.수,2069,63,Good,
18239,18239,23.12.28.목,348,63,홀은 항상 꽈악 차있음 맛있어요,
18240,18240,1.19.금,9627,63,맛있어요,
18241,18241,1.18.목,267,63,굿,
18242,18242,1.20.토,6488,63,맛있어요,
18243,18243,1.12.금,9627,63,맛있어요,
18244,18244,1.12.금,217,63,맛있어요,
18245,18245,1.11.목,10727,63,닭도 신선한것 같고 맛있어요 옛날 통닭 강추!,
18246,18246,23.12.28.목,8280,63,아이들과 맛있게 잘 먹었습니다!!,
18247,18247,23.12.26.화,300,63,맛  ㅎㅎ,
18248,18248,2.17.토,8280,63,Good,
18249,18249,2.3.토,8280,63,Good,
18250,18250,1.20.토,8280,63,Good,
18251,18251,1.7.일,8280,63,Good,
19572,19572,2.25.일,11052,70,좋아요,
19573,19573,3.8.금,8464,70,음식에 미나리 를 깔아주고 메뉴에 미나리도 있었는데 들기름이나 침기름으로 무친건 아니어서 싱싱한 맛만 느꼈음.,
19574,19574,23.7.14.금,5711,70,퇴직한 입사동기생 7월모임.... 아차산 등산 후 저녁하 려고 했는데 장맛비탓에 일부만 등정하고 옴.... 여수 출신 사장님 솜씨로 아차산 아래 광장동에서 ...,
19575,19575,2.23.금,10587,70,안주가 맛있어요,
19576,19576,23.6.14.수,10639,70,"아차산에서 하산후 들린집. 가재미무침을 좋아해서 ?막걸리에 [가재미무침+미나리전 ] 괭장히 놀람ㅋ 너무 맛있어서? 살짝 삭혀진듯한 가재미와 참나물과 무친 새콤달콤한 맛, 미나리전도 향이 너무 좋고 맛있다는?강추천^^",
19577,19577,23.4.6.목,3286,70,"갑오징어 숙회, 무침, 둘 다 싱싱하니 맛있게 먹었어요",
19578,19578,23.5.22.월,11053,70,아차산 산행 하고 꿀맛같은 해물파전에 한 잔!,
19579,19579,23.7.6.목,11054,70,홍어삼합 강추합니다 음식이 참 맛있네요  청사초롱 번창을 기원드립니다,
19580,19580,23.12.22.금,11055,70,맛있어요,
19581,19581,23.9.14.목,10587,70,음식이 맛있어요,
19582,19582,23.9.24.일,44,70,굿,
19583,19583,23.5.9.화,11056,70,등산후 술한잔 가볍게 하랴고 했는데 맥주도 맛있고 안주도 훌륭하고! 시그니처 메뉴인 라면도 잘먹었습니다 :)),
19584,19584,23.2.16.목,4694,70,"가까워서 좋고, 맛있어서 좋고, 친절해서 자주가고..",
19585,19585,23.5.10.수,1281,70,오징어무침 맛있어요,
19586,19586,23.4.11.화,9515,70,좋아요,
19587,19587,22.12.23.금,4694,70,아주 맛있는 집입니다. 다 드시고 마지막에 비빔국수 꼭 드세요.,
19588,19588,22.8.28.일,372,70,아차산 등산하고 와서 미나리전에 막걸리 너무 맛나요!!,
19589,19589,22.10.21.금,11054,70,"넘 맛있고, 메뉴가 토속적이면서 엄청 친절해요  강력추천합니다",
19590,19590,22.12.2.금,11057,70,광장동 맛집으로 소개받았습니다. 이런 분위기 좋아요~~,
19591,19591,22.8.25.목,348,70,맛있어요 간단히 술 한잔 하기에 딱 이네요 부추전이 바삭하고 넘 맛있어요,
19592,19592,22.9.20.화,4694,70,모임생기면 제일 먼저 생각나는 집. 음식맛있고 사장님 친절하고 자주 갈 수 있어서 너무 좋아요.,
19593,19593,23.3.18.토,9901,70,친절해요,
19594,19594,22.10.20.목,5859,70,굴,
19595,19595,22.9.24.토,11058,70,굿,
19596,19596,22.10.12.수,2691,70,좋아요,
19597,19597,22.9.28.수,434,70,굿,
19598,19598,22.8.24.수,11059,70,청사초롱,
19599,19599,22.9.16.금,8938,70,Good,
19600,19600,23.3.11.토,11060,70,굿,
19601,19601,22.6.27.월,493,70,좋아요,
19602,19602,22.6.4.토,11061,70,맛있어요,
19603,19603,22.6.10.금,457,70,굿,
19604,19604,22.4.30.토,593,70,좋아요,
19605,19605,22.9.5.월,8840,70,조아요,
19606,19606,22.3.7.월,493,70,굿,
19607,19607,22.2.26.토,457,70,굿,
